dataset,Class,simple.classes,simple.attributes,simple.numeric,simple.nominal,simple.samples,simple.dimensionality,simple.numeric_rate,simple.nominal_rate,simple.symbols_min,simple.symbols_max,simple.symbols_mean,simple.symbols_sd,simple.symbols_sum,simple.class_prob_min,simple.class_prob_max,simple.class_prob_mean,simple.class_prob_sd,statistical.skewness,statistical.skewness_prep,statistical.kurtosis,statistical.kurtosis_prep,statistical.abs_cor,statistical.cancor_1,statistical.fract_1,inftheo.class_entropy,inftheo.normalized_class_entropy,inftheo.attribute_entropy,inftheo.normalized_attribute_entropy,inftheo.joint_entropy,inftheo.mutual_information,inftheo.equivalent_attributes,inftheo.noise_signal_ratio,modelbased.nodes,modelbased.leaves,modelbased.nodes_per_attribute,modelbased.nodes_per_instance,modelbased.leaf_corrobation,modelbased.level_min,modelbased.level_max,modelbased.level_mean,modelbased.level_sd,modelbased.branch_min,modelbased.branch_max,modelbased.branch_mean,modelbased.branch_sd,modelbased.attribute_min,modelbased.attribute_max,modelbased.attribute_mean,modelbased.attribute_sd,landmarking.naive_bayes,landmarking.stump_min,landmarking.stump_max,landmarking.stump_mean,landmarking.stump_sd,landmarking.stump_min_gain,landmarking.stump_random,landmarking.nn_1,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,t2,edges,degree,density,maxComp,closeness,betweenness,clsCoef,hubs,avgPath,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.coef_min,ela_meta.lin_w_interact.coef_max,ela_meta.quad_simple.adj_r2,ela_disp.ratio_mean_02,ela_disp.ratio_median_02,ela_disp.diff_mean_02,ela_disp.dist_all_mean,ela_ic.h_max,ela_ic.eps_s,ela_ic.eps_ratio,ela_ic.h_zero,ela_ic.m0,ela_cm.mean_ofs_10,ela_cm.sd_ofs_10,ela_cm.n_cells,ela_cm.coverage,ela_lc.r_pearson_dist_centroid,ela_lc.r_pearson_nn,ela_lc.y_std,ela_lc.y_skewness,ela_lc.y_kurtosis,nbc.nn_nb.dist.ratio.mean,nbc.nn_nb.dist.ratio.sd,nbc.nb.fitness.ratio.mean,nbc.nb.fitness.ratio.sd,nbc.n_candidates,nbc.dist.ratio.coeff_var,fdc.r,fdc.p_value,fdc.dist.mean,fdc.dist.sd,fdc.slope,gh.mean,gh.sd,gh.norm.mean,gh.norm.sd,gh.angle.mean,gh.neg_ratio,ls.mean,ls.min,ls.max,ls.ratio,ls.log_mean,ls.lml,sample.n,sample.y_min,sample.y_max,sample.y_mean
1558_bank-marketing,Tuning,2.0,16.0,7.0,9.0,4521.0,0.003539,0.4375,0.5625,2.0,12.0,4.6,3.977716,46.0,0.11524,0.88476,0.5,0.544133,2.887663,3.457236,23.957828,23.111179,0.137689,0.538575,1.0,0.357332,0.515522,1.111311,0.522922,0.904715,0.012161,29.383136,90.382117,9.0,10.0,0.5625,0.001991,0.1,2.0,6.0,3.6,1.67332,3.0,6.0,4.7,1.159502,0.0,3.0,0.5625,0.813941,0.868834,0.88476,0.892944,0.885272,0.002046,0.88476,0.88476,0.854899,0.543,0.592,0.082,0.047,0.054,0.231,0.115,0.5,0.211,0.567,0.134,0.327,0.993,282.562,1676461.0,741.632825,0.164078,4000.0,0.0,2873.883654,0.30248,0.708465,2.603889,0.4188307213299113,0.1254960278779574,-0.0125658562553019,0.0123940396906987,0.6406515493976235,1.8607055139062476,1.820672783272426,6.915591521074257,15.704799351905518,1.4786571204959666,0.01,49.999999995,1.470959665380068,0.7245908196939898,0.2221131167017043,0.027768296266116,25.0,1.0,0.1044885880708654,0.9939022677092668,0.236860022624277,2.0128671887707537,2.6483424752109173,113.54285072017764,707.4694245817013,0.9238407402188676,0.0882867836646644,3.3333333333333335e-05,6.230858394820725,-0.0480364979865412,8.469572214288435e-17,11.592402330600676,4.337254342840457,-0.0026233332545485,0.0011249802654047,0.2030072222987507,0.0686930543445296,0.1618889230856075,80.67935198894443,0.1228666666666666,2.854837413951517,2.7327646352484627,2.976910192654571,1.0893401335248256,0.4555813797503845,-47.425676691882785,30000.0,0.497222222222222,0.7167400239534,0.524471408920373
1559_breast-tissue,Defaults,4.0,9.0,9.0,0.0,106.0,0.084906,1.0,0.0,4.0,4.0,4.0,0.0,4.0,0.132075,0.462264,0.25,0.145438,0.411984,0.411984,2.254075,2.254075,0.206208,0.694128,0.557569,1.271138,0.916932,1.385337,0.601644,1.271138,0.124524,10.207998,10.125083,6.0,7.0,0.666667,0.056604,0.142857,2.0,4.0,2.4,0.894427,3.0,6.0,4.285714,1.380131,0.0,2.0,0.666667,0.866025,0.726415,0.462264,0.556604,0.492662,0.035543,0.462264,0.462264,0.481132,0.384,0.6535,0.786,0.667,2.095,0.50075,0.25,0.5,0.705,1.0,0.524,0.288,1.0,11.667,419.0,7.90566,0.075292,49.0,0.000133,15.056604,0.175896,0.473726,2.016156,0.3566226483056628,0.1419477522683219,-0.0092482103754677,0.0113096797687186,0.5510110369209843,2.0297164761644235,2.0438260383845663,7.722823278463346,15.68441988728324,1.459014432493131,0.01,49.999999995,1.415343127190984,0.7585919530651022,0.1836109966899309,0.0238258417059625,25.0,1.0,0.0164084424702061,0.944220448843619,0.2123666769478243,1.9507591057427205,2.319040339899372,106.17596564992982,192.91382334640855,0.6923992772460459,0.1090385658287667,6.666666666666667e-05,1.8169255364482224,-0.3878684714972509,0.0,12.968723858164628,5.736341764241049,-0.0143595165393272,0.0002341040589374,0.1852468267387787,0.1694128755517818,0.4565732310185443,83.29459057919524,0.1204,2.8548194493505528,1.0165461744622168,4.6930927242388885,4.616703935477458,0.4555786468621374,-130.15039179642616,30000.0,0.232936507936508,0.618055555555556,0.2877564814814815
1566_hill-valley,Tuning,2.0,100.0,100.0,0.0,1212.0,0.082508,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.49505,0.50495,0.5,0.007001,3.243431,3.243431,14.130003,14.130003,0.995614,0.428559,1.0,0.693098,0.999929,0.734004,0.206451,0.693098,0.004701,147.444688,155.146721,1.0,2.0,0.01,0.000825,0.5,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.01,0.1,0.514026,0.511551,0.529703,0.517789,0.006701,0.524752,0.529703,0.659241,0.004,0.244,0.000159,0.006,0.672,0.978,0.49,0.495,0.526,0.878,0.341,0.439,0.998,12.12,74459.0,122.869637,0.101461,612.0,1e-06,813.611386,0.258085,0.774471,3.603832,0.7652582498352689,0.2775337459332335,0.005628351911785,0.0217387362034133,0.9551622603022976,0.958201734876064,0.9143800747983728,-0.5254999271236276,15.642124474161973,2.642838174401554,0.01,49.999999995,2.24488744222729,0.3594786492883096,0.2126476253167947,0.026590003789284,25.0,1.0,0.2060888626006704,0.9859009481495355,0.2228162691903947,1.054457844423669,-0.2191196628441356,35.26560510765209,112.67341243591652,0.8693603281315259,0.1559675726569609,3.3333333333333335e-05,3.1949944454934345,0.2402492725915203,0.0,13.417037837043376,6.045395728167583,0.0088548287400479,0.0091633000525339,0.4600079753268685,0.1436478787389104,0.1974793891647427,73.30421175041168,0.3314666666666667,3.466777937310713,0.938659124803474,5.9948967498179515,6.386660067963127,0.5399260240363158,-72.36801757133566,30000.0,0.462086534146406,0.812404635569283,0.5596863921996955
1570_wilt,Tuning,2.0,5.0,5.0,0.0,4839.0,0.001033,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.053937,0.946063,0.5,0.630829,1.882682,1.882682,25.973316,25.973316,0.313347,0.390824,1.0,0.209948,0.30289,1.235048,0.290702,0.209948,0.008563,24.51789,143.230148,13.0,14.0,2.6,0.002687,0.071429,2.0,8.0,5.2,2.683282,4.0,6.0,5.0,0.784465,0.0,6.0,2.6,2.792848,0.893366,0.946063,0.946063,0.946063,0.0,0.946063,0.946063,0.950196,0.216,0.439,6.1e-05,0.151,0.348,0.108,0.054,0.5,0.089,0.315,0.05,0.269,0.987,967.8,1927867.0,796.803885,0.164697,4578.0,1e-06,3310.890887,0.276365,0.716307,2.524554,0.3520800096768732,0.1982320046461841,-0.0088391035045379,0.0219800313179702,0.5812280460564927,1.7191902138610862,1.7547118933487496,6.521919644041171,15.685588152677632,1.6652790685466945,0.001,499.9999995,1.577450949960892,0.6879562652088403,0.3200577137467608,0.0393779591994425,25.0,1.0,-0.2112769207327449,0.9985329249448324,0.3467286498472028,1.3359300928934896,-0.031331202764198,123.65687816203436,246.934137194608,0.7072619415381585,0.1966258424103856,3.3333333333333335e-05,1.9969300605424851,-0.5672776691158958,0.0,21.0195627649934,8.452776642087516,-0.0232697053698907,0.0040915761243083,0.2285877729838972,0.065170904324324,0.1446114846442867,76.87785286359089,0.1272666666666666,3.676695190319428,2.7923646714664487,4.561025709172407,1.6333918545013992,0.5654576269727623,6.444048442674841,30000.0,0.499512937546366,0.951723158693287,0.5893632449300804
15_breast-w,Defaults,2.0,9.0,9.0,0.0,699.0,0.012876,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.344778,0.655222,0.5,0.219517,2.298203,2.298203,17.17466,17.17466,0.236391,0.914745,1.0,0.644154,0.929318,1.321626,0.405644,0.644154,0.340976,1.889148,2.876009,6.0,7.0,0.666667,0.008584,0.142857,2.0,4.0,3.0,1.154701,3.0,5.0,4.0,0.816497,0.0,2.0,0.666667,0.866025,0.958512,0.7897,0.924177,0.885392,0.0427,0.7897,0.858369,0.955651,3.477,0.068,0.248,0.119,0.232,0.464,0.034,0.008,0.063,0.339,0.046,0.046,0.804,77.667,46087.0,131.865522,0.188919,458.0,5e-06,146.503577,0.36249,0.650851,1.829838,0.5199597164766585,0.3578253287796098,-0.0250070003804907,0.0263867507140968,0.7306386440626458,1.4967421278278688,1.4614378500224474,5.078884834527475,15.689318492964636,2.0995261074349365,0.001,499.9999995,1.905508712245764,0.5672522417413913,0.4009332843557371,0.0397937278025246,25.0,1.0,-0.3386778391343782,0.9984387700506222,0.4375004204845233,0.4520153483030437,-1.7293152130733729,2.580041022472761,15.208632335762193,0.9516533680065616,0.1376851750023288,0.5673666666666667,5.894725007581488,-0.5424357967510272,0.0,17.09386742977717,7.5444105328126,-0.0314560236131504,0.007456316433825,0.313157008591831,0.0818453491686309,0.2463949171184156,74.88152958501762,0.1726333333333333,3.4877138577188087,3.257041058161543,3.718386657276074,1.1416456197128195,0.542540846928269,15.884094229985608,30000.0,0.5,0.96826508129325,0.6689033934900954
1600_SPECTF,Tuning,2.0,44.0,44.0,0.0,349.0,0.126074,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.272206,0.727794,0.5,0.322149,1.076297,1.076297,5.541645,5.541645,0.225627,0.576361,1.0,0.585441,0.844613,1.305576,0.443404,0.585441,0.046984,12.460432,26.787667,11.0,12.0,0.25,0.031519,0.083333,2.0,6.0,4.4,1.67332,3.0,6.0,4.916667,0.996205,0.0,1.0,0.25,0.438019,0.733524,0.727794,0.744986,0.72825,0.002618,0.727794,0.727794,0.862464,0.553,0.74,0.0,0.296,0.993,0.437,0.206,0.5,0.39,0.826,0.307,0.101,1.0,6.068,9352.0,53.593123,0.154003,254.0,2.5e-05,87.893983,0.294259,0.514905,1.872335,0.3351095302436533,0.1251532562991791,-0.0083333560333735,0.009501965585828,0.5394379006955263,2.238797826056904,2.2630530973440854,8.377759539705544,15.654630504349518,1.1235105967124477,0.01,49.999999995,1.0903995220087606,0.8184939497983266,0.1694452765823489,0.0223357657330825,25.0,1.0,0.0955064693869661,0.933670611426546,0.1886716956215152,2.278243015537283,3.792702843241284,138.54591953764202,272.59280243399235,0.7492977207400399,0.1488383351835967,3.3333333333333335e-05,1.9675267474039804,-0.4734464700938293,0.0,14.555583676920618,6.70082163317514,-0.0133307197177983,6.505162119764749e-05,0.1337475154633842,0.1472710138419501,0.4204514813340175,85.10889035664931,0.0892333333333333,1.7913172952696794,1.0846295159753878,2.498005074563971,2.303095239221161,0.2531725190596839,-175.18349373644176,30000.0,0.486325085589791,0.770573159819483,0.522086816902687
164_molecular-biology_promoters,Defaults,2.0,58.0,0.0,58.0,106.0,0.54717,0.0,1.0,2.0,106.0,5.694915,13.286309,336.0,0.5,0.5,0.5,0.0,0.0,2.739602,3.0,14.844615,0.381624,1.0,1.0,0.693147,1.0,1.406238,0.973629,2.045515,0.053871,12.866895,25.10401,1.0,2.0,0.017241,0.009434,0.5,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.017241,0.131306,0.990566,0.518868,1.0,0.614997,0.083794,0.518868,0.650943,0.698113,1431.51,32.612,0.006,1.0,1.0,0.313,0.047,0.009,0.443,0.937,0.217,0.0,1.0,1.828,453.0,8.54717,0.081402,53.0,0.000132,18.528302,0.334678,0.795089,2.425254,0.5804541544668762,0.2431717097095348,-0.0273801577543624,0.0046902640141211,0.6936188118189641,1.0357028224024836,1.0395175624641864,0.4392309718424716,15.688867172036824,2.3661442900563663,0.01,49.999999995,2.3085769882049916,0.5047168238941298,0.2619575156583438,0.0340353577758408,25.0,1.0,0.21273820123355,0.8719373254437487,0.3166811965172555,1.1073245582798783,-0.4510663389451395,74.59849760286647,160.73589897796953,0.3135496068306208,0.3876897910278954,0.0002333333333333,2.1546801094261054,0.3142006519675582,0.0,11.575059996006212,4.348480430568484,0.0228820433810558,0.0004658021415333,0.3828790427233088,0.5283218979681368,0.8985032924826306,76.57516454973161,0.2785666666666667,1.1473997963185831,0.5459827825015707,1.7488168101355954,3.2030621956972816,0.0597147684527417,-254.27417667413235,30000.0,0.489583333333333,0.96875,0.6061675000000001
16_mfeat-karhunen,Tuning,10.0,64.0,64.0,0.0,2000.0,0.032,1.0,0.0,10.0,10.0,10.0,0.0,10.0,0.1,0.1,0.1,0.0,0.253555,0.253555,3.114504,3.114504,0.163703,0.95692,0.152426,2.302585,1.0,2.021402,0.531017,2.302585,0.188849,12.192699,9.703772,11.0,12.0,0.171875,0.0055,0.083333,2.0,6.0,3.666667,1.505545,3.0,7.0,5.25,1.422226,0.0,2.0,0.171875,0.419928,0.948,0.117,0.1965,0.158273,0.018343,0.1455,0.1715,0.9645,2.462,5.2863,1e-06,0.808,1.494,0.2027,0.1,0.5,0.076,0.724,0.035,0.005,1.0,31.25,148157.0,148.157,0.074116,200.0,0.0,25.607,0.089455,0.852419,1.138342,0.7007179986962244,0.3632575375401506,-0.0362758412517839,0.0078860841828905,0.7487608829529214,0.7349482006816498,0.6554903010801602,-3.7857400319194063,15.68951847969819,2.826874845653829,0.001,499.9999995,2.510463045947053,0.1944398146604886,0.3629973575544143,0.040553015650063,25.0,1.0,0.0601748840489623,0.9954747558134152,0.38502611348095,0.5388550383760312,-1.291446815541863,2.55265739099631,10.388637561698795,0.8368671089622118,0.2364872734574253,0.1879333333333333,4.069734386736487,0.587274850965816,0.0,18.678279188057953,8.157313127738444,0.0277194936031622,0.0178572561400174,0.5955665116815073,0.1434474081734673,0.227364741954326,60.95208702929541,0.4741666666666667,2.98640793636133,2.4904716095138455,3.482344263208814,1.3982669988706236,0.4751491310549299,-29.53985880047273,30000.0,0.1,0.979896421845574,0.4185955881983678
182_satimage,Tuning,6.0,36.0,36.0,0.0,6430.0,0.005599,1.0,0.0,6.0,6.0,6.0,0.0,6.0,0.097201,0.238103,0.166667,0.067812,0.732322,0.732322,4.181557,4.181557,0.568604,0.936557,0.358578,1.721335,0.960696,2.517218,0.574442,1.721335,0.621475,2.769758,3.050394,11.0,12.0,0.305556,0.001711,0.083333,2.0,6.0,3.666667,1.505545,2.0,7.0,5.5,1.507557,0.0,4.0,0.305556,0.950772,0.797667,0.398911,0.429238,0.416213,0.008384,0.402488,0.402799,0.905288,3.601,2.253667,0.000376,0.789,2.407,0.433833,0.102667,0.303667,0.158,0.549,0.095,0.128,1.0,178.611,2356655.0,733.018663,0.114018,1531.0,0.0,274.548834,0.159898,0.833931,1.541003,0.5584150471821316,0.3342158508720445,-0.029121641496989,0.0217370163924271,0.7350504924486683,1.4048828689786648,1.346793877980012,4.274256105322912,15.618106516393564,2.1877894765159236,0.001,499.9999995,1.9472268814232996,0.5454515150505017,0.391677294036546,0.0402222273810792,25.0,1.0,-0.2319681200280361,0.999793670588728,0.4201323313305662,0.5959966481635081,-1.51331860860891,2.077150876319784,3.449574362881435,0.9487576747681388,0.1498129005815935,0.5480666666666667,1.6607240245309465,0.3987009454616261,0.0,14.118616725665609,6.494161321224211,0.0257936609308458,0.016784520568401,0.3358788721618422,0.0479706110398123,0.1055180996889519,64.94844266110834,0.3485666666666667,4.722088389561804,4.306628883249593,5.1375478958740155,1.1929395439330852,0.6741341120819946,129.93412295621064,30000.0,0.166666666666667,0.907306779365977,0.4133318499804439
185_baseball,Tuning,3.0,16.0,15.0,1.0,1340.0,0.01194,0.9375,0.0625,3.0,7.0,5.0,2.828427,10.0,0.042537,0.906716,0.333333,0.496581,0.555327,1.075642,3.434887,6.261715,0.415431,0.740796,0.813001,0.374367,0.340764,1.7304,0.504114,0.478983,0.100527,3.724062,16.21335,10.0,11.0,0.625,0.007463,0.090909,2.0,6.0,4.0,2.0,3.0,6.0,4.727273,0.904534,0.0,2.0,0.625,0.806226,0.842537,0.906716,0.923881,0.910774,0.006087,0.906716,0.908209,0.922388,0.559,3.78,0.000845,0.766,1.082,0.131667,0.062333,0.5,0.12,0.377,0.078,0.3,0.93,83.75,136763.0,204.123881,0.152445,1215.0,5e-06,1289.59403,0.381125,0.739081,3.340026,0.4396500932531879,0.1505558711276553,-0.0157978333984326,0.0160247886538888,0.6604075174295356,1.9226604966075471,1.8942239396289455,7.186772512599402,15.655148884648048,1.4642392710739207,0.01,49.999999995,1.3477945051176483,0.7545918197273243,0.2794160217091911,0.0341958703393737,25.0,1.0,0.0641469863757605,0.9927011386354732,0.2929704364179336,1.7041451012960596,1.157382349165326,147.76068953925991,338.42577246410036,0.7751629192396827,0.1085363979908733,3.3333333333333335e-05,2.2903640577163022,-0.4642482196223013,0.0,16.595809312718632,7.383398156361455,-0.0184214206910451,0.0012854623793603,0.1799100199124916,0.0946907710156408,0.2174250620368311,81.74086512186139,0.1027666666666666,3.5651056218381796,3.4896257118694307,3.640585531806929,1.0432596021467253,0.5520724010328824,44.994143031521105,30000.0,0.332114004716744,0.735468035709776,0.3922383353340813
187_wine,Defaults,3.0,13.0,13.0,0.0,178.0,0.073034,1.0,0.0,3.0,3.0,3.0,0.0,3.0,0.269663,0.398876,0.333333,0.064627,0.627705,0.627705,3.439784,3.439784,0.206138,0.949111,0.528081,1.086038,0.988555,1.360413,0.530386,1.086038,0.323849,3.353531,3.200761,4.0,5.0,0.307692,0.022472,0.2,2.0,4.0,2.666667,1.154701,3.0,4.0,3.4,0.547723,0.0,1.0,0.307692,0.480384,0.988764,0.44382,0.696629,0.579948,0.071105,0.505618,0.595506,0.949438,2.673,16.258333,6.1e-05,0.809,0.809,0.664,0.333333,0.5,0.118,0.575,0.051,0.014,0.994,13.692,1746.0,19.617978,0.110836,71.0,4.8e-05,53.050562,0.18209,0.806834,3.389537,0.4702371724217721,0.2464607516887909,-0.0229872024423977,0.0225904925728674,0.6561542611621877,1.7653121830050291,1.7414840218174552,6.517126569918226,15.65138884592265,1.5977844051840235,0.001,499.9999995,1.5264040461864874,0.7115237174572486,0.3681991794071288,0.0400867631132973,25.0,1.0,-0.0898964087187623,0.9988881743391568,0.4091753789287687,1.109514098097645,-0.7171154794997583,2.442799528736765,5.227182649529709,0.9360377111000102,0.1611477312910309,0.7094,2.139832838526329,0.291011492808374,0.0,15.04885204878581,6.928698905992963,0.0171859106266209,0.0019553884089087,0.2118046667263335,0.0634410147696134,0.1821296363035179,79.62656465077937,0.1517333333333333,3.891600080940859,1.8880892516552088,5.895110910226509,3.1222628406233395,0.5901282037535409,-20.33701273561664,30000.0,0.333333333333333,1.0,0.4978975910049764
188_eucalyptus,Tuning,5.0,19.0,14.0,5.0,736.0,0.025815,0.736842,0.263158,5.0,27.0,13.666667,7.659417,82.0,0.142663,0.290761,0.2,0.06527,0.785544,3.813211,5.599323,25.567158,0.40967,0.925783,0.622652,1.567957,0.974226,1.655496,0.548179,2.130025,0.177165,8.850258,8.34437,12.0,13.0,0.631579,0.016304,0.076923,2.0,6.0,3.428571,1.511858,3.0,8.0,5.461538,1.613246,0.0,4.0,0.631579,1.06513,0.5625,0.290761,0.445652,0.366133,0.041722,0.290761,0.384511,0.509511,2.235,2.2308,0.157,0.406,1.103,0.4056,0.1904,0.4922,0.645,0.818,0.485,0.393,0.997,38.737,13237.0,35.970109,0.048939,214.0,2e-06,169.720109,0.083663,0.793297,2.873854,0.5470594847188429,0.1821753328249681,-0.0188777180431814,0.0178684499941212,0.779629699994526,1.2046062690103845,1.1771811202930722,2.391788582331838,15.67940440960776,2.389406432642823,0.001,499.9999995,2.368356315872073,0.5367178905963532,0.2906972585065829,0.0369121753736159,25.0,1.0,0.035733188355492,0.9967113774860676,0.306272624795973,1.4136295073306728,0.3644262735358032,2.281460067084466,4.81936187383391,0.6961109001163956,0.3899859664134801,0.5268333333333334,2.112402466895061,0.3990479525545052,0.0,17.810279758749783,7.706857332957969,0.0158584466323852,0.0073318284706037,0.3957074215586494,0.0838793368299953,0.1529095250274176,72.64877481513957,0.3061,3.801580446432646,2.2309810799841485,5.372179812881144,2.407989857501125,0.5799641851614695,17.95251424376312,30000.0,0.2,0.65594825077352,0.2827401725331037
18_mfeat-morphological,Tuning,10.0,6.0,6.0,0.0,2000.0,0.003,1.0,0.0,10.0,10.0,10.0,0.0,10.0,0.1,0.1,0.1,0.0,2.937997,2.937997,25.42458,25.42458,0.494403,0.987718,0.353173,2.302585,1.0,1.631065,0.428476,2.302585,0.841051,2.737747,0.939317,9.0,10.0,1.5,0.0045,0.1,2.0,4.0,3.6,0.894427,3.0,6.0,4.8,1.229273,1.0,2.0,1.5,0.547723,0.6165,0.196,0.2,0.198583,0.001463,0.1985,0.1985,0.714,38.451,4.7449,0.958,1.0,1.0,0.2363,0.1,0.5,0.445,0.224,0.348,0.311,0.987,333.333,116915.0,116.915,0.058487,200.0,0.0,62.0345,0.096083,0.893839,1.959648,0.545245642957238,0.6154227479311761,-0.0232798275125101,0.0134834921671358,0.9021010254009544,0.6362463166199492,0.5414533811337132,-5.438403866412083,15.688407243366006,3.0025474830223575,0.01,49.999999995,1.9943194034664995,0.0029667655588519,0.3002292060102742,0.038404693106054,25.0,1.0,-0.4681308641119525,0.9954335010253396,0.3168055706134839,-0.6505382445729349,-0.8579469158823434,2.4811241358871454,7.740607445463675,0.937641886415952,0.1203289750901139,0.0001666666666666,3.1197985354702293,0.6343346037982623,0.0,20.78086564821069,8.438015836750967,0.0238150092736659,0.0223249030417262,0.708671056463846,0.1407713107455349,0.151205641786519,59.43140013680513,0.5887666666666667,4.085819107964493,0.9685155829103996,7.2031226330185865,7.437281092954321,0.6112791351423811,-62.70217726862453,30000.0,0.102768361581921,0.765517890772128,0.5109597576898933
21_car,Tuning,4.0,6.0,0.0,6.0,1728.0,0.003472,0.0,1.0,3.0,4.0,3.571429,0.534522,25.0,0.037616,0.700231,0.25,0.312365,0.0,0.869484,3.0,1.971389,0.110074,0.755165,0.790555,0.835756,0.60287,1.242453,1.0,1.998902,0.079307,10.538249,14.666395,16.0,17.0,2.666667,0.009259,0.058824,2.0,10.0,4.0,3.207135,2.0,9.0,6.588235,1.769845,0.0,4.0,2.666667,1.75119,0.873843,0.700231,0.700231,0.700231,0.0,0.700231,0.700231,0.624421,0.006,1.16375,0.389,0.667,1.704,0.42725,0.109,0.4145,0.304,0.902,0.245,0.729,1.0,288.0,185235.0,214.392361,0.124141,1136.0,1e-06,530.479167,0.259918,0.641878,2.324559,0.4030218694054267,0.1623230790060245,-0.0168917643228988,0.0178020545213062,0.6096319221801365,1.987342568016482,1.983722989436793,7.452176516794014,15.63405902683163,1.2895510540112685,0.01,49.999999995,1.2301873517491588,0.7801593386446215,0.3165741220034392,0.0396411024456574,25.0,1.0,0.0502592389061752,0.9988123556173568,0.3343255754805647,1.725705617998916,1.1359719894266007,2.353360266716459,8.1379606593464,0.9209640433901136,0.1744457475648127,0.7816333333333333,3.4580173611486535,0.1795308953345403,1.0079987363928211e-215,12.26045592849145,5.142965827838267,0.0116708024947248,0.0020617645300336,0.1604023324537389,0.0502667102262287,0.1427959684799509,80.97254951726904,0.1336,2.70508847888377,2.7043772125239545,2.705799745243586,1.0005260112058492,0.4321814747154129,-44.10262083592747,30000.0,0.25,0.998816225496067,0.3705258353316032
22_mfeat-zernike,Defaults,10.0,47.0,47.0,0.0,2000.0,0.0235,1.0,0.0,10.0,10.0,10.0,0.0,10.0,0.1,0.1,0.1,0.0,0.650399,0.650399,3.642905,3.642905,0.257498,0.937188,0.170927,2.302585,1.0,2.062877,0.541912,2.302585,0.272377,8.453684,6.573622,12.0,13.0,0.255319,0.006,0.076923,2.0,8.0,3.428571,2.225395,2.0,8.0,5.769231,1.640825,0.0,2.0,0.255319,0.569824,0.763,0.121,0.1965,0.171223,0.016444,0.121,0.195,0.7885,1.647,3.0824,0.238,0.686,1.217,0.2054,0.1,0.5,0.274,0.768,0.211,0.139,1.0,42.553,123351.0,123.351,0.061706,200.0,0.0,38.598,0.095949,0.830833,1.064171,0.7006614283869993,0.41481021851397,-0.0356803928391395,0.0071613549481531,0.7382806163274069,0.7049102652591093,0.6392650288542251,-4.37383198337006,15.68805162316458,2.8119202796188967,0.001,499.9999995,2.5058561991798443,0.1255375179172639,0.3467852416208347,0.0396145340376702,25.0,1.0,-0.0118716479187929,0.9951948382860364,0.3783700797870372,0.2577476070760491,-1.5400791554670374,23.71861327210546,102.9583948752347,0.8773575191933911,0.1743047997921585,6.666666666666667e-05,4.340826914881897,0.3880225275884296,0.0,12.740909679867544,5.561800486200348,0.0263971442687361,0.0252856150278415,0.6523741713554579,0.153133459935021,0.2257714300274011,58.225955852574366,0.5203333333333333,3.3017105357874037,2.006585638679798,4.596835432895009,2.2908742813075924,0.5187389955711351,-12.683354006618003,30000.0,0.0942467043314501,0.851129943502825,0.4066452382297551
23380_cjs,Tuning,2.0,14.0,8.0,0.0,690.0,0.023672,1.0,0.0,2.0,4.0,2.714286,0.0,5.0,0.166667,0.605955,0.5,0.184463,0.834146,1.563584,4.196345,6.677651,0.236391,0.646678,1.0,0.679193,0.927437,1.207218,0.519381,0.904715,0.046984,12.192699,22.648734,7.0,8.0,0.444444,0.009901,0.125,2.0,4.0,2.8,1.035098,2.0,6.0,4.333333,1.112697,0.0,2.0,0.444444,0.605152,0.821131,0.627417,0.757764,0.668899,0.013331,0.630435,0.666667,0.814229,0.533,1.59,0.004,0.237,0.644,0.409,0.155,0.5,0.289,0.641,0.188,0.273,0.998,40.714,17875.0,60.660743,0.117107,268.0,6e-06,158.388371,0.235896,0.745433,2.487831,0.5906928284109882,0.3002737687277013,-0.024711179204835,0.025956805789157,0.7790349191558299,1.2475236145332045,1.176369693925699,2.811375901854273,15.658251931514853,2.244658638183924,0.001,499.9999995,2.177025348783202,0.5025500850028334,0.383313910218551,0.0415945850999304,25.0,1.0,-0.1466894862401588,0.9994796379862404,0.4063491423695869,0.845768132677416,-1.0737622831320233,2.333315820028852,4.8375074189293725,0.9205919930927934,0.1731144641532777,0.4873666666666666,2.073233026323664,0.363941843261485,0.0,14.672352326770907,6.7915817858715295,0.0217752772529182,0.0578533469747633,0.3713374456086552,0.0477201993110452,0.1512182729641372,66.56730560525885,0.2626666666666666,4.445558294180693,2.9642620420393864,5.926854546322,1.9994367779450348,0.6479263094810039,90.20380152143376,30000.0,0.166666666666667,1.0,0.4167439092095058
